product_id,date,current_stock
1,2022-04-25,9
1,2022-04-26,0
1,2022-04-27,0
1,2022-04-28,0
1,2022-04-29,0
1,2022-04-30,300
1,2022-05-01,282
1,2022-05-02,259
1,2022-05-03,244
1,2022-05-04,220
1,2022-05-05,194
1,2022-05-06,177
1,2022-05-07,166
1,2022-05-08,146
1,2022-05-09,120
1,2022-05-10,100
1,2022-05-11,85
1,2022-05-12,55
1,2022-05-13,47
1,2022-05-14,24
1,2022-05-15,3
1,2022-05-16,0
1,2022-05-17,0
1,2022-05-18,0
1,2022-05-19,0
1,2022-05-20,300
1,2022-05-21,285
1,2022-05-22,266
1,2022-05-23,256
1,2022-05-24,241
1,2022-05-25,227
1,2022-05-26,206
1,2022-05-27,179
1,2022-05-28,168
1,2022-05-29,150
1,2022-05-30,136
1,2022-05-31,114
1,2022-06-01,106
1,2022-06-02,75
1,2022-06-03,60
1,2022-06-04,37
1,2022-06-05,27
1,2022-06-06,13
1,2022-06-07,0
1,2022-06-08,0
1,2022-06-09,0
1,2022-06-10,0
1,2022-06-11,300
1,2022-06-12,276
1,2022-06-13,255
1,2022-06-14,225
1,2022-06-15,210
1,2022-06-16,194
1,2022-06-17,178
1,2022-06-18,173
1,2022-06-19,155
1,2022-06-20,135
1,2022-06-21,120
1,2022-06-22,101
1,2022-06-23,98
1,2022-06-24,78
1,2022-06-25,65
1,2022-06-26,46
1,2022-06-27,22
1,2022-06-28,8
1,2022-06-29,0
1,2022-06-30,0
1,2022-07-01,0
1,2022-07-02,0
1,2022-07-03,300
1,2022-07-04,286
1,2022-07-05,265
1,2022-07-06,251
1,2022-07-07,232
1,2022-07-08,212
1,2022-07-09,189
1,2022-07-10,169
1,2022-07-11,146
1,2022-07-12,126
1,2022-07-13,107
1,2022-07-14,99
1,2022-07-15,77
1,2022-07-16,54
1,2022-07-17,40
1,2022-07-18,20
1,2022-07-19,7
1,2022-07-20,0
1,2022-07-21,0
1,2022-07-22,0
1,2022-07-23,0
1,2022-07-24,300
1,2022-07-25,278
1,2022-07-26,262
1,2022-07-27,238
1,2022-07-28,218
1,2022-07-29,187
1,2022-07-30,176
1,2022-07-31,154
1,2022-08-01,129
1,2022-08-02,106
1,2022-08-03,88
1,2022-08-04,61
1,2022-08-05,46
1,2022-08-06,27
1,2022-08-07,0
1,2022-08-08,0
1,2022-08-09,0
1,2022-08-10,0
1,2022-08-11,300
1,2022-08-12,279
1,2022-08-13,265
1,2022-08-14,250
1,2022-08-15,237
1,2022-08-16,227
1,2022-08-17,209
1,2022-08-18,188
1,2022-08-19,168
1,2022-08-20,153
1,2022-08-21,139
1,2022-08-22,121
1,2022-08-23,102
1,2022-08-24,82
1,2022-08-25,62
1,2022-08-26,44
1,2022-08-27,18
1,2022-08-28,3
1,2022-08-29,0
1,2022-08-30,0
1,2022-08-31,0
1,2022-09-01,0
1,2022-09-02,300
1,2022-09-03,282
1,2022-09-04,259
1,2022-09-05,240
1,2022-09-06,228
1,2022-09-07,203
1,2022-09-08,182
1,2022-09-09,165
1,2022-09-10,150
1,2022-09-11,135
1,2022-09-12,115
1,2022-09-13,103
1,2022-09-14,88
1,2022-09-15,70
1,2022-09-16,52
1,2022-09-17,30
1,2022-09-18,18
1,2022-09-19,0
1,2022-09-20,0
1,2022-09-21,0
1,2022-09-22,0
1,2022-09-23,300
1,2022-09-24,280
1,2022-09-25,256
1,2022-09-26,240
1,2022-09-27,222
1,2022-09-28,205
1,2022-09-29,185
1,2022-09-30,163
1,2022-10-01,143
1,2022-10-02,129
1,2022-10-03,107
1,2022-10-04,85
1,2022-10-05,59
1,2022-10-06,38
1,2022-10-07,22
1,2022-10-08,1
1,2022-10-09,0
1,2022-10-10,0
1,2022-10-11,0
1,2022-10-12,0
1,2022-10-13,300
1,2022-10-14,280
1,2022-10-15,255
1,2022-10-16,238
1,2022-10-17,217
1,2022-10-18,204
1,2022-10-19,182
1,2022-10-20,159
1,2022-10-21,142
1,2022-10-22,125
1,2022-10-23,113
1,2022-10-24,90
1,2022-10-25,75
1,2022-10-26,59
1,2022-10-27,41
1,2022-10-28,16
1,2022-10-29,0
1,2022-10-30,0
1,2022-10-31,0
1,2022-11-01,0
1,2022-11-02,300
1,2022-11-03,276
1,2022-11-04,254
1,2022-11-05,228
1,2022-11-06,211
1,2022-11-07,192
1,2022-11-08,171
1,2022-11-09,150
1,2022-11-10,132
1,2022-11-11,117
1,2022-11-12,98
1,2022-11-13,81
1,2022-11-14,68
1,2022-11-15,49
1,2022-11-16,35
1,2022-11-17,8
1,2022-11-18,0
1,2022-11-19,0
1,2022-11-20,0
1,2022-11-21,0
1,2022-11-22,300
1,2022-11-23,281
1,2022-11-24,256
1,2022-11-25,237
1,2022-11-26,220
1,2022-11-27,196
1,2022-11-28,190
1,2022-11-29,174
1,2022-11-30,143
1,2022-12-01,119
1,2022-12-02,101
1,2022-12-03,82
1,2022-12-04,67
1,2022-12-05,62
1,2022-12-06,48
1,2022-12-07,26
1,2022-12-08,0
1,2022-12-09,0
1,2022-12-10,0
1,2022-12-11,0
1,2022-12-12,300
1,2022-12-13,288
1,2022-12-14,266
1,2022-12-15,245
1,2022-12-16,234
1,2022-12-17,216
1,2022-12-18,194
1,2022-12-19,167
1,2022-12-20,162
1,2022-12-21,149
1,2022-12-22,131
1,2022-12-23,118
1,2022-12-24,104
1,2022-12-25,84
1,2022-12-26,67
1,2022-12-27,44
1,2022-12-28,28
1,2022-12-29,16
1,2022-12-30,0
1,2022-12-31,0
1,2023-01-01,0
1,2023-01-02,0
1,2023-01-03,300
1,2023-01-04,286
1,2023-01-05,275
1,2023-01-06,248
1,2023-01-07,229
1,2023-01-08,213
1,2023-01-09,189
1,2023-01-10,175
1,2023-01-11,150
1,2023-01-12,130
1,2023-01-13,99
1,2023-01-14,77
1,2023-01-15,60
1,2023-01-16,35
1,2023-01-17,20
1,2023-01-18,0
1,2023-01-19,0
1,2023-01-20,0
1,2023-01-21,0
1,2023-01-22,300
1,2023-01-23,282
1,2023-01-24,262
1,2023-01-25,239
1,2023-01-26,221
1,2023-01-27,200
1,2023-01-28,187
1,2023-01-29,168
1,2023-01-30,150
1,2023-01-31,134
1,2023-02-01,120
1,2023-02-02,103
1,2023-02-03,75
1,2023-02-04,51
1,2023-02-05,34
1,2023-02-06,24
1,2023-02-07,14
1,2023-02-08,0
1,2023-02-09,0
1,2023-02-10,0
1,2023-02-11,0
1,2023-02-12,300
1,2023-02-13,280
1,2023-02-14,255
1,2023-02-15,233
1,2023-02-16,206
1,2023-02-17,189
1,2023-02-18,176
1,2023-02-19,157
1,2023-02-20,136
1,2023-02-21,117
1,2023-02-22,98
1,2023-02-23,71
1,2023-02-24,50
1,2023-02-25,37
1,2023-02-26,16
1,2023-02-27,0
1,2023-02-28,0
1,2023-03-01,0
1,2023-03-02,0
1,2023-03-03,300
1,2023-03-04,273
1,2023-03-05,253
1,2023-03-06,231
1,2023-03-07,213
1,2023-03-08,193
1,2023-03-09,166
1,2023-03-10,146
1,2023-03-11,128
1,2023-03-12,109
1,2023-03-13,94
1,2023-03-14,73
1,2023-03-15,49
1,2023-03-16,30
1,2023-03-17,7
1,2023-03-18,0
1,2023-03-19,0
1,2023-03-20,0
1,2023-03-21,0
1,2023-03-22,300
1,2023-03-23,285
1,2023-03-24,259
1,2023-03-25,236
1,2023-03-26,220
1,2023-03-27,195
1,2023-03-28,172
1,2023-03-29,143
1,2023-03-30,121
1,2023-03-31,110
1,2023-04-01,92
1,2023-04-02,65
1,2023-04-03,45
1,2023-04-04,22
1,2023-04-05,1
1,2023-04-06,0
1,2023-04-07,0
1,2023-04-08,0
1,2023-04-09,0
1,2023-04-10,300
1,2023-04-11,277
1,2023-04-12,254
1,2023-04-13,234
1,2023-04-14,216
1,2023-04-15,197
1,2023-04-16,179
1,2023-04-17,151
1,2023-04-18,129
1,2023-04-19,99
1,2023-04-20,77
1,2023-04-21,63
1,2023-04-22,44
1,2023-04-23,29
1,2023-04-24,11
1,2023-04-25,0
1,2023-04-26,0
1,2023-04-27,0
1,2023-04-28,0
1,2023-04-29,300
1,2023-04-30,287
1,2023-05-01,269
1,2023-05-02,247
1,2023-05-03,219
1,2023-05-04,203
1,2023-05-05,187
1,2023-05-06,166
1,2023-05-07,151
1,2023-05-08,133
1,2023-05-09,113
1,2023-05-10,97
1,2023-05-11,80
1,2023-05-12,68
1,2023-05-13,51
1,2023-05-14,37
1,2023-05-15,20
1,2023-05-16,0
1,2023-05-17,0
1,2023-05-18,0
1,2023-05-19,0
1,2023-05-20,300
1,2023-05-21,281
1,2023-05-22,260
1,2023-05-23,246
1,2023-05-24,233
1,2023-05-25,212
1,2023-05-26,200
1,2023-05-27,177
1,2023-05-28,150
1,2023-05-29,131
1,2023-05-30,114
1,2023-05-31,95
1,2023-06-01,69
1,2023-06-02,50
1,2023-06-03,29
1,2023-06-04,5
1,2023-06-05,0
1,2023-06-06,0
1,2023-06-07,0
1,2023-06-08,0
1,2023-06-09,300
1,2023-06-10,279
1,2023-06-11,255
1,2023-06-12,232
1,2023-06-13,208
1,2023-06-14,191
1,2023-06-15,174
1,2023-06-16,163
1,2023-06-17,141
1,2023-06-18,130
1,2023-06-19,114
1,2023-06-20,96
1,2023-06-21,75
1,2023-06-22,62
1,2023-06-23,45
1,2023-06-24,26
1,2023-06-25,14
1,2023-06-26,0
1,2023-06-27,0
1,2023-06-28,0
1,2023-06-29,0
1,2023-06-30,300
1,2023-07-01,281
1,2023-07-02,264
1,2023-07-03,233
1,2023-07-04,213
1,2023-07-05,194
1,2023-07-06,176
1,2023-07-07,163
1,2023-07-08,136
1,2023-07-09,113
1,2023-07-10,86
1,2023-07-11,64
1,2023-07-12,33
1,2023-07-13,10
1,2023-07-14,0
1,2023-07-15,0
1,2023-07-16,0
1,2023-07-17,0
1,2023-07-18,300
1,2023-07-19,284
1,2023-07-20,258
1,2023-07-21,242
1,2023-07-22,220
1,2023-07-23,202
1,2023-07-24,182
1,2023-07-25,165
1,2023-07-26,139
1,2023-07-27,118
1,2023-07-28,104
1,2023-07-29,92
1,2023-07-30,61
1,2023-07-31,39
1,2023-08-01,17
1,2023-08-02,0
1,2023-08-03,0
1,2023-08-04,0
1,2023-08-05,0
1,2023-08-06,300
1,2023-08-07,278
1,2023-08-08,260
1,2023-08-09,236
1,2023-08-10,212
1,2023-08-11,194
1,2023-08-12,161
1,2023-08-13,139
1,2023-08-14,124
1,2023-08-15,96
1,2023-08-16,77
1,2023-08-17,63
1,2023-08-18,46
1,2023-08-19,32
1,2023-08-20,15
1,2023-08-21,0
1,2023-08-22,0
1,2023-08-23,0
1,2023-08-24,0
1,2023-08-25,300
1,2023-08-26,267
1,2023-08-27,250
1,2023-08-28,231
1,2023-08-29,205
1,2023-08-30,181
1,2023-08-31,171
1,2023-09-01,150
1,2023-09-02,139
1,2023-09-03,120
1,2023-09-04,94
1,2023-09-05,80
1,2023-09-06,59
1,2023-09-07,43
1,2023-09-08,27
1,2023-09-09,7
1,2023-09-10,0
1,2023-09-11,0
1,2023-09-12,0
1,2023-09-13,0
1,2023-09-14,300
1,2023-09-15,287
1,2023-09-16,268
1,2023-09-17,243
1,2023-09-18,231
1,2023-09-19,215
1,2023-09-20,199
1,2023-09-21,178
1,2023-09-22,166
1,2023-09-23,153
1,2023-09-24,125
1,2023-09-25,105
1,2023-09-26,89
1,2023-09-27,76
1,2023-09-28,51
1,2023-09-29,35
1,2023-09-30,14
1,2023-10-01,0
1,2023-10-02,0
1,2023-10-03,0
1,2023-10-04,0
1,2023-10-05,300
1,2023-10-06,277
1,2023-10-07,258
1,2023-10-08,237
1,2023-10-09,214
1,2023-10-10,193
1,2023-10-11,176
1,2023-10-12,154
1,2023-10-13,133
1,2023-10-14,115
1,2023-10-15,95
1,2023-10-16,76
1,2023-10-17,49
1,2023-10-18,32
1,2023-10-19,10
1,2023-10-20,0
1,2023-10-21,0
1,2023-10-22,0
1,2023-10-23,0
1,2023-10-24,300
1,2023-10-25,280
1,2023-10-26,259
1,2023-10-27,230
1,2023-10-28,216
1,2023-10-29,195
1,2023-10-30,179
1,2023-10-31,159
1,2023-11-01,141
1,2023-11-02,119
1,2023-11-03,91
1,2023-11-04,71
1,2023-11-05,52
1,2023-11-06,24
1,2023-11-07,4
1,2023-11-08,0
1,2023-11-09,0
1,2023-11-10,0
1,2023-11-11,0
1,2023-11-12,300
1,2023-11-13,276
1,2023-11-14,264
1,2023-11-15,248
1,2023-11-16,224
1,2023-11-17,202
1,2023-11-18,187
1,2023-11-19,178
1,2023-11-20,161
1,2023-11-21,137
1,2023-11-22,110
1,2023-11-23,87
1,2023-11-24,65
1,2023-11-25,40
1,2023-11-26,22
1,2023-11-27,0
1,2023-11-28,0
1,2023-11-29,0
1,2023-11-30,0
1,2023-12-01,300
1,2023-12-02,272
1,2023-12-03,251
1,2023-12-04,228
1,2023-12-05,203
1,2023-12-06,193
1,2023-12-07,182
1,2023-12-08,169
1,2023-12-09,144
1,2023-12-10,130
1,2023-12-11,117
1,2023-12-12,97
1,2023-12-13,77
1,2023-12-14,63
1,2023-12-15,45
1,2023-12-16,36
1,2023-12-17,15
1,2023-12-18,0
1,2023-12-19,0
1,2023-12-20,0
1,2023-12-21,0
1,2023-12-22,300
1,2023-12-23,283
1,2023-12-24,259
1,2023-12-25,240
1,2023-12-26,213
1,2023-12-27,191
1,2023-12-28,160
1,2023-12-29,143
1,2023-12-30,127
1,2023-12-31,110
1,2024-01-01,94
1,2024-01-02,75
1,2024-01-03,54
1,2024-01-04,30
1,2024-01-05,15
1,2024-01-06,0
1,2024-01-07,0
1,2024-01-08,0
1,2024-01-09,0
1,2024-01-10,300
1,2024-01-11,273
1,2024-01-12,252
1,2024-01-13,233
1,2024-01-14,217
1,2024-01-15,191
1,2024-01-16,170
1,2024-01-17,150
1,2024-01-18,130
1,2024-01-19,115
1,2024-01-20,97
1,2024-01-21,80
1,2024-01-22,65
1,2024-01-23,47
1,2024-01-24,30
1,2024-01-25,13
1,2024-01-26,0
1,2024-01-27,0
1,2024-01-28,0
1,2024-01-29,0
1,2024-01-30,300
1,2024-01-31,276
1,2024-02-01,256
1,2024-02-02,224
1,2024-02-03,210
1,2024-02-04,189
1,2024-02-05,175
1,2024-02-06,165
1,2024-02-07,147
1,2024-02-08,131
1,2024-02-09,112
1,2024-02-10,96
1,2024-02-11,80
1,2024-02-12,65
1,2024-02-13,53
1,2024-02-14,32
1,2024-02-15,8
1,2024-02-16,0
1,2024-02-17,0
1,2024-02-18,0
1,2024-02-19,0
1,2024-02-20,300
1,2024-02-21,283
1,2024-02-22,261
1,2024-02-23,245
1,2024-02-24,222
1,2024-02-25,197
1,2024-02-26,174
1,2024-02-27,147
1,2024-02-28,126
1,2024-02-29,106
1,2024-03-01,95
1,2024-03-02,67
1,2024-03-03,48
1,2024-03-04,22
1,2024-03-05,0
1,2024-03-06,0
1,2024-03-07,0
1,2024-03-08,0
1,2024-03-09,300
1,2024-03-10,277
1,2024-03-11,258
1,2024-03-12,225
1,2024-03-13,209
1,2024-03-14,188
1,2024-03-15,169
1,2024-03-16,147
1,2024-03-17,119
1,2024-03-18,99
1,2024-03-19,77
1,2024-03-20,58
1,2024-03-21,41
1,2024-03-22,20
1,2024-03-23,0
1,2024-03-24,0
1,2024-03-25,0
1,2024-03-26,0
1,2024-03-27,300
1,2024-03-28,276
1,2024-03-29,249
1,2024-03-30,232
1,2024-03-31,205
1,2024-04-01,187
1,2024-04-02,164
1,2024-04-03,145
1,2024-04-04,123
1,2024-04-05,100
1,2024-04-06,78
1,2024-04-07,64
1,2024-04-08,42
1,2024-04-09,17
1,2024-04-10,0
1,2024-04-11,0
1,2024-04-12,0
1,2024-04-13,0
1,2024-04-14,300
1,2024-04-15,275
1,2024-04-16,258
1,2024-04-17,239
1,2024-04-18,225
1,2024-04-19,199
1,2024-04-20,173
1,2024-04-21,158
1,2024-04-22,140
1,2024-04-23,123
1,2024-04-24,116
1,2024-04-25,91
1,2024-04-26,72
1,2024-04-27,59
1,2024-04-28,41
1,2024-04-29,22
1,2024-04-30,0
1,2024-05-01,0
1,2024-05-02,0
1,2024-05-03,0
1,2024-05-04,300
1,2024-05-05,278
1,2024-05-06,256
1,2024-05-07,230
1,2024-05-08,219
1,2024-05-09,202
1,2024-05-10,185
1,2024-05-11,172
1,2024-05-12,155
1,2024-05-13,149
1,2024-05-14,130
1,2024-05-15,112
1,2024-05-16,82
1,2024-05-17,67
1,2024-05-18,39
1,2024-05-19,21
1,2024-05-20,0
1,2024-05-21,0
1,2024-05-22,0
1,2024-05-23,0
1,2024-05-24,300
1,2024-05-25,284
1,2024-05-26,263
1,2024-05-27,244
1,2024-05-28,224
1,2024-05-29,203
1,2024-05-30,180
1,2024-05-31,156
1,2024-06-01,141
1,2024-06-02,117
1,2024-06-03,97
1,2024-06-04,65
1,2024-06-05,36
1,2024-06-06,17
1,2024-06-07,0
1,2024-06-08,0
1,2024-06-09,0
1,2024-06-10,0
1,2024-06-11,300
1,2024-06-12,279
1,2024-06-13,260
1,2024-06-14,240
1,2024-06-15,220
1,2024-06-16,200
1,2024-06-17,178
1,2024-06-18,167
1,2024-06-19,146
1,2024-06-20,132
1,2024-06-21,118
1,2024-06-22,101
1,2024-06-23,83
1,2024-06-24,63
1,2024-06-25,41
1,2024-06-26,24
1,2024-06-27,12
1,2024-06-28,0
1,2024-06-29,0
1,2024-06-30,0
1,2024-07-01,0
1,2024-07-02,300
1,2024-07-03,280
1,2024-07-04,258
1,2024-07-05,241
1,2024-07-06,224
1,2024-07-07,205
1,2024-07-08,190
1,2024-07-09,176
1,2024-07-10,148
1,2024-07-11,131
1,2024-07-12,102
1,2024-07-13,81
1,2024-07-14,66
1,2024-07-15,44
1,2024-07-16,22
1,2024-07-17,9
1,2024-07-18,0
1,2024-07-19,0
1,2024-07-20,0
1,2024-07-21,0
1,2024-07-22,300
1,2024-07-23,288
1,2024-07-24,264
1,2024-07-25,239
1,2024-07-26,232
1,2024-07-27,217
1,2024-07-28,197
1,2024-07-29,180
1,2024-07-30,162
1,2024-07-31,141
1,2024-08-01,125
1,2024-08-02,106
1,2024-08-03,86
1,2024-08-04,66
1,2024-08-05,45
1,2024-08-06,21
1,2024-08-07,1
1,2024-08-08,0
1,2024-08-09,0
1,2024-08-10,0
1,2024-08-11,0
1,2024-08-12,300
1,2024-08-13,275
1,2024-08-14,250
1,2024-08-15,230
1,2024-08-16,207
1,2024-08-17,188
1,2024-08-18,161
1,2024-08-19,139
1,2024-08-20,110
1,2024-08-21,84
1,2024-08-22,58
1,2024-08-23,38
1,2024-08-24,15
1,2024-08-25,0
1,2024-08-26,0
1,2024-08-27,0
1,2024-08-28,0
1,2024-08-29,300
1,2024-08-30,283
1,2024-08-31,259
1,2024-09-01,239
1,2024-09-02,222
1,2024-09-03,193
1,2024-09-04,166
1,2024-09-05,147
1,2024-09-06,134
1,2024-09-07,112
1,2024-09-08,95
1,2024-09-09,74
1,2024-09-10,46
1,2024-09-11,25
1,2024-09-12,4
1,2024-09-13,0
1,2024-09-14,0
1,2024-09-15,0
1,2024-09-16,0
1,2024-09-17,300
1,2024-09-18,280
1,2024-09-19,262
1,2024-09-20,247
1,2024-09-21,227
1,2024-09-22,209
1,2024-09-23,197
1,2024-09-24,177
1,2024-09-25,156
1,2024-09-26,138
1,2024-09-27,115
1,2024-09-28,98
1,2024-09-29,75
1,2024-09-30,52
1,2024-10-01,43
1,2024-10-02,17
1,2024-10-03,0
1,2024-10-04,0
1,2024-10-05,0
1,2024-10-06,0
1,2024-10-07,300
1,2024-10-08,271
1,2024-10-09,252
1,2024-10-10,235
1,2024-10-11,212
1,2024-10-12,203
1,2024-10-13,183
1,2024-10-14,170
1,2024-10-15,157
1,2024-10-16,132
1,2024-10-17,112
1,2024-10-18,95
1,2024-10-19,83
1,2024-10-20,64
1,2024-10-21,45
1,2024-10-22,19
1,2024-10-23,0
1,2024-10-24,0
1,2024-10-25,0
1,2024-10-26,0
1,2024-10-27,300
1,2024-10-28,273
1,2024-10-29,255
1,2024-10-30,233
1,2024-10-31,215
1,2024-11-01,202
1,2024-11-02,189
1,2024-11-03,164
1,2024-11-04,147
1,2024-11-05,127
1,2024-11-06,111
1,2024-11-07,93
1,2024-11-08,72
1,2024-11-09,63
1,2024-11-10,49
1,2024-11-11,34
1,2024-11-12,19
1,2024-11-13,0
1,2024-11-14,0
1,2024-11-15,0
1,2024-11-16,0
1,2024-11-17,300
1,2024-11-18,278
1,2024-11-19,261
1,2024-11-20,244
1,2024-11-21,220
1,2024-11-22,200
1,2024-11-23,185
1,2024-11-24,157
1,2024-11-25,133
1,2024-11-26,114
1,2024-11-27,91
1,2024-11-28,74
1,2024-11-29,41
1,2024-11-30,25
1,2024-12-01,6
1,2024-12-02,0
1,2024-12-03,0
1,2024-12-04,0
1,2024-12-05,0
1,2024-12-06,300
1,2024-12-07,279
1,2024-12-08,267
1,2024-12-09,251
1,2024-12-10,228
1,2024-12-11,208
1,2024-12-12,189
1,2024-12-13,162
1,2024-12-14,139
1,2024-12-15,123
1,2024-12-16,97
1,2024-12-17,68
1,2024-12-18,48
1,2024-12-19,33
1,2024-12-20,21
1,2024-12-21,1
1,2024-12-22,0
1,2024-12-23,0
1,2024-12-24,0
1,2024-12-25,0
1,2024-12-26,300
1,2024-12-27,281
1,2024-12-28,262
1,2024-12-29,240
1,2024-12-30,227
1,2024-12-31,210
1,2025-01-01,200
1,2025-01-02,176
2,2022-01-01,164
2,2022-01-02,142
2,2022-01-03,122
2,2022-01-04,102
2,2022-01-05,81
2,2022-01-06,60
2,2022-01-07,40
2,2022-01-08,19
2,2022-01-09,6
2,2022-01-10,0
2,2022-01-11,0
2,2022-01-12,0
2,2022-01-13,0
2,2022-01-14,300
2,2022-01-15,281
2,2022-01-16,269
2,2022-01-17,247
2,2022-01-18,238
2,2022-01-19,213
2,2022-01-20,192
2,2022-01-21,174
2,2022-01-22,148
2,2022-01-23,139
2,2022-01-24,121
2,2022-01-25,99
2,2022-01-26,81
2,2022-01-27,63
2,2022-01-28,48
2,2022-01-29,18
2,2022-01-30,0
2,2022-01-31,0
2,2022-02-01,0
2,2022-02-02,0
2,2022-02-03,300
2,2022-02-04,273
2,2022-02-05,255
2,2022-02-06,228
2,2022-02-07,209
2,2022-02-08,187
2,2022-02-09,165
2,2022-02-10,147
2,2022-02-11,127
2,2022-02-12,113
2,2022-02-13,95
2,2022-02-14,68
2,2022-02-15,46
2,2022-02-16,29
2,2022-02-17,13
2,2022-02-18,0
2,2022-02-19,0
2,2022-02-20,0
2,2022-02-21,0
2,2022-02-22,300
2,2022-02-23,280
2,2022-02-24,256
2,2022-02-25,238
2,2022-02-26,219
2,2022-02-27,202
2,2022-02-28,187
2,2022-03-01,173
2,2022-03-02,155
2,2022-03-03,140
2,2022-03-04,118
2,2022-03-05,101
2,2022-03-06,82
2,2022-03-07,63
2,2022-03-08,37
2,2022-03-09,27
2,2022-03-10,4
2,2022-03-11,0
2,2022-03-12,0
2,2022-03-13,0
2,2022-03-14,0
2,2022-03-15,300
2,2022-03-16,280
2,2022-03-17,264
2,2022-03-18,247
2,2022-03-19,232
2,2022-03-20,216
2,2022-03-21,196
2,2022-03-22,177
2,2022-03-23,160
2,2022-03-24,142
2,2022-03-25,124
2,2022-03-26,106
2,2022-03-27,85
2,2022-03-28,54
2,2022-03-29,36
2,2022-03-30,17
2,2022-03-31,0
2,2022-04-01,0
2,2022-04-02,0
2,2022-04-03,0
2,2022-04-04,300
2,2022-04-05,284
2,2022-04-06,266
2,2022-04-07,236
2,2022-04-08,224
2,2022-04-09,203
2,2022-04-10,183
2,2022-04-11,162
2,2022-04-12,147
2,2022-04-13,130
2,2022-04-14,109
2,2022-04-15,81
2,2022-04-16,65
2,2022-04-17,42
2,2022-04-18,16
2,2022-04-19,0
2,2022-04-20,0
2,2022-04-21,0
2,2022-04-22,0
2,2022-04-23,300
2,2022-04-24,276
2,2022-04-25,255
2,2022-04-26,233
2,2022-04-27,208
2,2022-04-28,193
2,2022-04-29,170
2,2022-04-30,150
2,2022-05-01,135
2,2022-05-02,119
2,2022-05-03,103
2,2022-05-04,88
2,2022-05-05,77
2,2022-05-06,54
2,2022-05-07,33
2,2022-05-08,16
2,2022-05-09,0
2,2022-05-10,0
2,2022-05-11,0
2,2022-05-12,0
2,2022-05-13,300
2,2022-05-14,287
2,2022-05-15,268
2,2022-05-16,251
2,2022-05-17,229
2,2022-05-18,207
2,2022-05-19,180
2,2022-05-20,159
2,2022-05-21,138
2,2022-05-22,121
2,2022-05-23,100
2,2022-05-24,81
2,2022-05-25,63
2,2022-05-26,49
2,2022-05-27,28
2,2022-05-28,16
2,2022-05-29,3
2,2022-05-30,0
2,2022-05-31,0
2,2022-06-01,0
2,2022-06-02,0
2,2022-06-03,300
2,2022-06-04,278
2,2022-06-05,254
2,2022-06-06,233
2,2022-06-07,212
2,2022-06-08,197
2,2022-06-09,176
2,2022-06-10,164
2,2022-06-11,149
2,2022-06-12,120
2,2022-06-13,97
2,2022-06-14,88
2,2022-06-15,67
2,2022-06-16,50
2,2022-06-17,26
2,2022-06-18,13
2,2022-06-19,0
2,2022-06-20,0
2,2022-06-21,0
