product_id,date,sales_quantity
1,2022-04-08,41
1,2022-04-09,76
1,2022-04-10,30
1,2022-04-11,11
1,2022-04-12,51
1,2022-04-13,26
1,2022-04-14,49
1,2022-04-15,42
1,2022-04-16,62
1,2022-04-17,53
1,2022-04-18,48
1,2022-04-19,29
1,2022-04-20,0
1,2022-04-21,63
1,2022-04-22,81
1,2022-04-23,83
1,2022-04-24,60
1,2022-04-25,66
1,2022-04-26,31
1,2022-04-27,59
1,2022-04-28,56
1,2022-04-29,26
1,2022-04-30,58
1,2022-05-01,48
1,2022-05-02,62
1,2022-05-03,52
1,2022-05-04,69
1,2022-05-05,16
1,2022-05-06,0
1,2022-05-07,39
1,2022-05-08,15
1,2022-05-09,35
1,2022-05-10,64
1,2022-05-11,28
1,2022-05-12,48
1,2022-05-13,38
1,2022-05-14,70
1,2022-05-15,48
1,2022-05-16,65
1,2022-05-17,52
1,2022-05-18,33
1,2022-05-19,43
1,2022-05-20,54
1,2022-05-21,80
1,2022-05-22,35
1,2022-05-23,84
1,2022-05-24,47
1,2022-05-25,58
1,2022-05-26,46
1,2022-05-27,66
1,2022-05-28,52
1,2022-05-29,62
1,2022-05-30,53
1,2022-05-31,21
1,2022-06-01,58
1,2022-06-02,46
1,2022-06-03,52
1,2022-06-04,46
1,2022-06-05,63
1,2022-06-06,109
1,2022-06-07,53
1,2022-06-08,32
1,2022-06-09,9
1,2022-06-10,63
1,2022-06-11,76
1,2022-06-12,62
1,2022-06-13,73
1,2022-06-14,32
1,2022-06-15,78
1,2022-06-16,65
1,2022-06-17,61
1,2022-06-18,26
1,2022-06-19,74
1,2022-06-20,52
1,2022-06-21,22
1,2022-06-22,33
1,2022-06-23,68
1,2022-06-24,0
1,2022-06-25,91
1,2022-06-26,49
1,2022-06-27,46
1,2022-06-28,34
1,2022-06-29,26
1,2022-06-30,37
1,2022-07-01,68
1,2022-07-02,45
1,2022-07-03,75
1,2022-07-04,11
1,2022-07-05,66
1,2022-07-06,10
1,2022-07-07,56
1,2022-07-08,54
1,2022-07-09,58
1,2022-07-10,66
1,2022-07-11,73
1,2022-07-12,76
1,2022-07-13,57
1,2022-07-14,35
1,2022-07-15,61
1,2022-07-16,60
1,2022-07-17,11
1,2022-07-18,73
1,2022-07-19,34
1,2022-07-20,43
1,2022-07-21,52
1,2022-07-22,11
1,2022-07-23,64
1,2022-07-24,53
1,2022-07-25,63
1,2022-07-26,83
1,2022-07-27,49
1,2022-07-28,30
1,2022-07-29,72
1,2022-07-30,69
1,2022-07-31,35
1,2022-08-01,11
1,2022-08-02,40
1,2022-08-03,21
1,2022-08-04,60
1,2022-08-05,31
1,2022-08-06,66
1,2022-08-07,46
1,2022-08-08,57
1,2022-08-09,60
1,2022-08-10,37
1,2022-08-11,32
1,2022-08-12,66
1,2022-08-13,33
1,2022-08-14,93
1,2022-08-15,30
1,2022-08-16,51
1,2022-08-17,73
1,2022-08-18,33
1,2022-08-19,93
1,2022-08-20,64
1,2022-08-21,47
1,2022-08-22,36
1,2022-08-23,10
1,2022-08-24,88
1,2022-08-25,33
1,2022-08-26,65
1,2022-08-27,62
1,2022-08-28,60
1,2022-08-29,49
1,2022-08-30,62
1,2022-08-31,0
1,2022-09-01,30
1,2022-09-02,59
1,2022-09-03,33
1,2022-09-04,56
1,2022-09-05,46
1,2022-09-06,66
1,2022-09-07,44
1,2022-09-08,9
1,2022-09-09,17
1,2022-09-10,50
1,2022-09-11,12
1,2022-09-12,54
1,2022-09-13,34
1,2022-09-14,53
1,2022-09-15,64
1,2022-09-16,52
1,2022-09-17,41
1,2022-09-18,31
1,2022-09-19,54
1,2022-09-20,39
1,2022-09-21,80
1,2022-09-22,19
1,2022-09-23,45
1,2022-09-24,43
1,2022-09-25,57
1,2022-09-26,80
1,2022-09-27,31
1,2022-09-28,44
1,2022-09-29,47
1,2022-09-30,63
1,2022-10-01,0
1,2022-10-02,75
1,2022-10-03,32
1,2022-10-04,52
1,2022-10-05,98
1,2022-10-06,59
1,2022-10-07,56
1,2022-10-08,70
1,2022-10-09,58
1,2022-10-10,38
1,2022-10-11,67
1,2022-10-12,23
1,2022-10-13,53
1,2022-10-14,34
1,2022-10-15,58
1,2022-10-16,47
1,2022-10-17,75
1,2022-10-18,47
1,2022-10-19,23
1,2022-10-20,62
1,2022-10-21,36
1,2022-10-22,44
1,2022-10-23,66
1,2022-10-24,58
1,2022-10-25,86
1,2022-10-26,27
1,2022-10-27,52
1,2022-10-28,54
1,2022-10-29,57
1,2022-10-30,105
1,2022-10-31,42
1,2022-11-01,48
1,2022-11-02,62
1,2022-11-03,61
1,2022-11-04,50
1,2022-11-05,51
1,2022-11-06,78
1,2022-11-07,60
1,2022-11-08,45
1,2022-11-09,46
1,2022-11-10,51
1,2022-11-11,24
1,2022-11-12,52
1,2022-11-13,53
1,2022-11-14,60
1,2022-11-15,53
1,2022-11-16,69
1,2022-11-17,56
1,2022-11-18,75
1,2022-11-19,34
1,2022-11-20,0
1,2022-11-21,52
1,2022-11-22,47
1,2022-11-23,78
1,2022-11-24,69
1,2022-11-25,40
1,2022-11-26,37
1,2022-11-27,46
1,2022-11-28,32
1,2022-11-29,80
1,2022-11-30,77
1,2022-12-01,69
1,2022-12-02,74
1,2022-12-03,37
1,2022-12-04,63
1,2022-12-05,94
1,2022-12-06,58
1,2022-12-07,58
1,2022-12-08,39
1,2022-12-09,62
1,2022-12-10,38
1,2022-12-11,18
1,2022-12-12,95
1,2022-12-13,60
1,2022-12-14,37
1,2022-12-15,1
1,2022-12-16,19
1,2022-12-17,37
1,2022-12-18,43
1,2022-12-19,55
1,2022-12-20,34
1,2022-12-21,37
1,2022-12-22,48
1,2022-12-23,49
1,2022-12-24,29
1,2022-12-25,13
1,2022-12-26,38
1,2022-12-27,80
1,2022-12-28,50
1,2022-12-29,22
1,2022-12-30,50
1,2022-12-31,86
1,2023-01-01,69
1,2023-01-02,35
1,2023-01-03,51
1,2023-01-04,63
1,2023-01-05,37
1,2023-01-06,48
1,2023-01-07,76
1,2023-01-08,54
1,2023-01-09,79
1,2023-01-10,26
1,2023-01-11,67
1,2023-01-12,61
1,2023-01-13,11
1,2023-01-14,79
1,2023-01-15,47
1,2023-01-16,30
1,2023-01-17,39
1,2023-01-18,41
1,2023-01-19,81
1,2023-01-20,41
1,2023-01-21,98
1,2023-01-22,77
1,2023-01-23,31
1,2023-01-24,63
1,2023-01-25,42
1,2023-01-26,32
1,2023-01-27,48
1,2023-01-28,75
1,2023-01-29,55
1,2023-01-30,26
1,2023-01-31,38
1,2023-02-01,48
1,2023-02-02,90
1,2023-02-03,39
1,2023-02-04,60
1,2023-02-05,14
1,2023-02-06,0
1,2023-02-07,61
1,2023-02-08,27
1,2023-02-09,9
1,2023-02-10,55
1,2023-02-11,13
1,2023-02-12,18
1,2023-02-13,38
1,2023-02-14,59
1,2023-02-15,36
1,2023-02-16,50
1,2023-02-17,26
1,2023-02-18,55
1,2023-02-19,80
1,2023-02-20,48
1,2023-02-21,56
1,2023-02-22,21
1,2023-02-23,62
1,2023-02-24,28
1,2023-02-25,28
1,2023-02-26,40
1,2023-02-27,58
1,2023-02-28,41
1,2023-03-01,66
1,2023-03-02,16
1,2023-03-03,80
1,2023-03-04,17
1,2023-03-05,52
1,2023-03-06,59
1,2023-03-07,41
1,2023-03-08,54
1,2023-03-09,46
1,2023-03-10,38
1,2023-03-11,57
1,2023-03-12,83
1,2023-03-13,29
1,2023-03-14,35
1,2023-03-15,66
1,2023-03-16,37
1,2023-03-17,57
1,2023-03-18,65
1,2023-03-19,43
1,2023-03-20,68
1,2023-03-21,34
1,2023-03-22,30
1,2023-03-23,22
1,2023-03-24,53
1,2023-03-25,38
1,2023-03-26,64
1,2023-03-27,80
1,2023-03-28,38
1,2023-03-29,59
1,2023-03-30,34
1,2023-03-31,32
1,2023-04-01,69
1,2023-04-02,67
1,2023-04-03,39
1,2023-04-04,70
1,2023-04-05,11
1,2023-04-06,35
1,2023-04-07,32
1,2023-04-08,54
1,2023-04-09,93
1,2023-04-10,39
1,2023-04-11,57
1,2023-04-12,48
1,2023-04-13,33
1,2023-04-14,79
1,2023-04-15,56
1,2023-04-16,55
1,2023-04-17,35
1,2023-04-18,44
1,2023-04-19,18
1,2023-04-20,30
1,2023-04-21,102
1,2023-04-22,90
1,2023-04-23,66
1,2023-04-24,65
1,2023-04-25,53
1,2023-04-26,30
1,2023-04-27,49
1,2023-04-28,57
1,2023-04-29,67
1,2023-04-30,70
1,2023-05-01,64
1,2023-05-02,40
1,2023-05-03,65
1,2023-05-04,53
1,2023-05-05,30
1,2023-05-06,64
1,2023-05-07,56
1,2023-05-08,58
1,2023-05-09,66
1,2023-05-10,45
1,2023-05-11,37
1,2023-05-12,57
1,2023-05-13,47
1,2023-05-14,52
1,2023-05-15,55
1,2023-05-16,72
1,2023-05-17,59
1,2023-05-18,52
1,2023-05-19,61
1,2023-05-20,16
1,2023-05-21,70
1,2023-05-22,23
1,2023-05-23,74
1,2023-05-24,74
1,2023-05-25,11
1,2023-05-26,60
1,2023-05-27,101
1,2023-05-28,64
1,2023-05-29,102
1,2023-05-30,52
1,2023-05-31,30
1,2023-06-01,40
1,2023-06-02,78
1,2023-06-03,87
1,2023-06-04,29
1,2023-06-05,75
1,2023-06-06,43
1,2023-06-07,46
1,2023-06-08,50
1,2023-06-09,74
1,2023-06-10,50
1,2023-06-11,0
1,2023-06-12,64
1,2023-06-13,33
1,2023-06-14,76
1,2023-06-15,50
1,2023-06-16,48
1,2023-06-17,60
1,2023-06-18,58
1,2023-06-19,39
1,2023-06-20,54
1,2023-06-21,48
1,2023-06-22,95
1,2023-06-23,44
1,2023-06-24,64
1,2023-06-25,45
1,2023-06-26,19
1,2023-06-27,41
1,2023-06-28,25
1,2023-06-29,58
1,2023-06-30,56
1,2023-07-01,41
1,2023-07-02,63
1,2023-07-03,75
1,2023-07-04,67
1,2023-07-05,34
1,2023-07-06,34
1,2023-07-07,64
1,2023-07-08,37
1,2023-07-09,43
1,2023-07-10,79
1,2023-07-11,37
1,2023-07-12,51
1,2023-07-13,42
1,2023-07-14,56
1,2023-07-15,59
1,2023-07-16,50
1,2023-07-17,36
1,2023-07-18,61
1,2023-07-19,38
1,2023-07-20,34
1,2023-07-21,24
1,2023-07-22,69
1,2023-07-23,0
1,2023-07-24,50
1,2023-07-25,38
1,2023-07-26,41
1,2023-07-27,46
1,2023-07-28,54
1,2023-07-29,96
1,2023-07-30,27
1,2023-07-31,69
1,2023-08-01,30
1,2023-08-02,44
1,2023-08-03,63
1,2023-08-04,40
1,2023-08-05,60
1,2023-08-06,91
1,2023-08-07,72
1,2023-08-08,57
1,2023-08-09,47
1,2023-08-10,10
1,2023-08-11,50
1,2023-08-12,44
1,2023-08-13,45
1,2023-08-14,68
1,2023-08-15,70
1,2023-08-16,25
1,2023-08-17,33
1,2023-08-18,52
1,2023-08-19,52
1,2023-08-20,72
1,2023-08-21,15
1,2023-08-22,50
1,2023-08-23,14
1,2023-08-24,53
1,2023-08-25,60
1,2023-08-26,75
1,2023-08-27,85
1,2023-08-28,68
1,2023-08-29,46
1,2023-08-30,75
1,2023-08-31,83
1,2023-09-01,51
1,2023-09-02,63
1,2023-09-03,69
1,2023-09-04,58
1,2023-09-05,43
1,2023-09-06,99
1,2023-09-07,48
1,2023-09-08,53
1,2023-09-09,39
1,2023-09-10,20
1,2023-09-11,31
1,2023-09-12,84
1,2023-09-13,28
1,2023-09-14,71
1,2023-09-15,22
1,2023-09-16,75
1,2023-09-17,54
1,2023-09-18,47
1,2023-09-19,48
1,2023-09-20,45
1,2023-09-21,34
1,2023-09-22,59
1,2023-09-23,62
1,2023-09-24,55
1,2023-09-25,71
1,2023-09-26,32
1,2023-09-27,78
1,2023-09-28,59
1,2023-09-29,77
1,2023-09-30,71
1,2023-10-01,37
1,2023-10-02,55
1,2023-10-03,86
1,2023-10-04,81
1,2023-10-05,71
1,2023-10-06,40
1,2023-10-07,79
1,2023-10-08,60
1,2023-10-09,27
1,2023-10-10,16
1,2023-10-11,21
1,2023-10-12,29
1,2023-10-13,41
1,2023-10-14,17
1,2023-10-15,56
1,2023-10-16,41
1,2023-10-17,67
1,2023-10-18,53
1,2023-10-19,29
1,2023-10-20,61
1,2023-10-21,58
1,2023-10-22,64
1,2023-10-23,49
1,2023-10-24,56
1,2023-10-25,48
1,2023-10-26,74
1,2023-10-27,31
1,2023-10-28,35
1,2023-10-29,24
1,2023-10-30,51
1,2023-10-31,50
1,2023-11-01,105
1,2023-11-02,73
1,2023-11-03,74
1,2023-11-04,64
1,2023-11-05,38
1,2023-11-06,38
1,2023-11-07,60
1,2023-11-08,43
1,2023-11-09,51
1,2023-11-10,34
1,2023-11-11,41
1,2023-11-12,4
1,2023-11-13,43
1,2023-11-14,62
1,2023-11-15,38
1,2023-11-16,50
1,2023-11-17,51
1,2023-11-18,69
1,2023-11-19,58
1,2023-11-20,52
1,2023-11-21,74
1,2023-11-22,64
1,2023-11-23,51
1,2023-11-24,75
1,2023-11-25,75
1,2023-11-26,47
1,2023-11-27,53
1,2023-11-28,58
1,2023-11-29,66
1,2023-11-30,99
1,2023-12-01,69
1,2023-12-02,75
1,2023-12-03,46
1,2023-12-04,16
1,2023-12-05,54
1,2023-12-06,47
1,2023-12-07,65
1,2023-12-08,63
1,2023-12-09,81
1,2023-12-10,85
1,2023-12-11,59
1,2023-12-12,47
1,2023-12-13,19
1,2023-12-14,31
1,2023-12-15,74
1,2023-12-16,22
1,2023-12-17,82
1,2023-12-18,66
1,2023-12-19,42
1,2023-12-20,59
1,2023-12-21,58
1,2023-12-22,82
1,2023-12-23,80
1,2023-12-24,39
1,2023-12-25,51
1,2023-12-26,37
1,2023-12-27,44
1,2023-12-28,23
1,2023-12-29,48
1,2023-12-30,70
1,2023-12-31,32
1,2024-01-01,24
1,2024-01-02,36
1,2024-01-03,55
1,2024-01-04,19
1,2024-01-05,55
1,2024-01-06,16
1,2024-01-07,64
1,2024-01-08,52
1,2024-01-09,48
1,2024-01-10,50
1,2024-01-11,42
1,2024-01-12,36
1,2024-01-13,27
1,2024-01-14,66
1,2024-01-15,35
1,2024-01-16,44
1,2024-01-17,41
1,2024-01-18,46
1,2024-01-19,53
1,2024-01-20,48
1,2024-01-21,56
1,2024-01-22,41
1,2024-01-23,30
1,2024-01-24,68
1,2024-01-25,48
1,2024-01-26,50
1,2024-01-27,83
1,2024-01-28,79
1,2024-01-29,42
1,2024-01-30,62
1,2024-01-31,23
1,2024-02-01,54
1,2024-02-02,54
1,2024-02-03,75
1,2024-02-04,81
1,2024-02-05,66
1,2024-02-06,41
1,2024-02-07,65
1,2024-02-08,31
1,2024-02-09,39
1,2024-02-10,53
1,2024-02-11,63
1,2024-02-12,51
1,2024-02-13,56
1,2024-02-14,104
1,2024-02-15,8
1,2024-02-16,42
1,2024-02-17,64
1,2024-02-18,56
1,2024-02-19,54
1,2024-02-20,79
1,2024-02-21,38
1,2024-02-22,56
1,2024-02-23,48
1,2024-02-24,74
1,2024-02-25,70
1,2024-02-26,26
1,2024-02-27,49
1,2024-02-28,57
1,2024-02-29,29
1,2024-03-01,30
1,2024-03-02,67
1,2024-03-03,80
1,2024-03-04,81
1,2024-03-05,10
1,2024-03-06,81
1,2024-03-07,64
1,2024-03-08,64
1,2024-03-09,65
1,2024-03-10,52
1,2024-03-11,48
1,2024-03-12,78
1,2024-03-13,45
1,2024-03-14,46
1,2024-03-15,21
1,2024-03-16,58
1,2024-03-17,58
1,2024-03-18,68
1,2024-03-19,55
1,2024-03-20,80
1,2024-03-21,36
1,2024-03-22,50
1,2024-03-23,62
1,2024-03-24,59
1,2024-03-25,84
1,2024-03-26,38
1,2024-03-27,31
1,2024-03-28,57
1,2024-03-29,33
1,2024-03-30,43
1,2024-03-31,57
1,2024-04-01,38
1,2024-04-02,62
1,2024-04-03,75
1,2024-04-04,58
1,2024-04-05,44
1,2024-04-06,33
1,2024-04-07,55
1,2024-04-08,54
1,2024-04-09,52
1,2024-04-10,25
1,2024-04-11,55
1,2024-04-12,67
1,2024-04-13,80
1,2024-04-14,72
1,2024-04-15,18
1,2024-04-16,37
1,2024-04-17,59
1,2024-04-18,75
1,2024-04-19,59
1,2024-04-20,46
1,2024-04-21,62
1,2024-04-22,24
1,2024-04-23,73
1,2024-04-24,71
1,2024-04-25,37
1,2024-04-26,55
1,2024-04-27,57
1,2024-04-28,19
1,2024-04-29,77
1,2024-04-30,42
1,2024-05-01,22
1,2024-05-02,66
1,2024-05-03,72
1,2024-05-04,47
1,2024-05-05,27
1,2024-05-06,35
1,2024-05-07,30
1,2024-05-08,58
1,2024-05-09,59
1,2024-05-10,26
1,2024-05-11,45
1,2024-05-12,35
1,2024-05-13,79
1,2024-05-14,65
1,2024-05-15,51
1,2024-05-16,51
1,2024-05-17,33
1,2024-05-18,62
1,2024-05-19,46
1,2024-05-20,56
1,2024-05-21,37
1,2024-05-22,41
1,2024-05-23,50
1,2024-05-24,30
1,2024-05-25,48
1,2024-05-26,58
1,2024-05-27,69
1,2024-05-28,57
1,2024-05-29,25
1,2024-05-30,53
1,2024-05-31,43
1,2024-06-01,9
1,2024-06-02,65
1,2024-06-03,78
1,2024-06-04,82
1,2024-06-05,73
1,2024-06-06,66
1,2024-06-07,33
1,2024-06-08,52
1,2024-06-09,46
1,2024-06-10,65
1,2024-06-11,55
1,2024-06-12,72
1,2024-06-13,68
1,2024-06-14,46
1,2024-06-15,78
1,2024-06-16,31
1,2024-06-17,64
1,2024-06-18,65
1,2024-06-19,46
1,2024-06-20,70
1,2024-06-21,74
1,2024-06-22,85
1,2024-06-23,67
1,2024-06-24,32
1,2024-06-25,22
1,2024-06-26,55
1,2024-06-27,78
1,2024-06-28,99
1,2024-06-29,23
1,2024-06-30,28
1,2024-07-01,35
1,2024-07-02,44
1,2024-07-03,25
1,2024-07-04,47
1,2024-07-05,60
1,2024-07-06,61
1,2024-07-07,23
1,2024-07-08,48
1,2024-07-09,50
1,2024-07-10,46
1,2024-07-11,87
1,2024-07-12,47
1,2024-07-13,51
1,2024-07-14,26
1,2024-07-15,77
1,2024-07-16,33
1,2024-07-17,13
1,2024-07-18,58
1,2024-07-19,44
1,2024-07-20,39
1,2024-07-21,36
1,2024-07-22,70
1,2024-07-23,15
1,2024-07-24,77
1,2024-07-25,49
1,2024-07-26,55
1,2024-07-27,34
1,2024-07-28,25
1,2024-07-29,58
1,2024-07-30,88
1,2024-07-31,72
1,2024-08-01,42
1,2024-08-02,46
1,2024-08-03,72
1,2024-08-04,33
1,2024-08-05,35
1,2024-08-06,30
1,2024-08-07,30
1,2024-08-08,61
1,2024-08-09,56
1,2024-08-10,64
1,2024-08-11,73
1,2024-08-12,43
1,2024-08-13,0
1,2024-08-14,14
1,2024-08-15,40
1,2024-08-16,37
1,2024-08-17,48
1,2024-08-18,48
1,2024-08-19,28
1,2024-08-20,16
1,2024-08-21,72
1,2024-08-22,37
1,2024-08-23,22
1,2024-08-24,64
1,2024-08-25,68
1,2024-08-26,62
1,2024-08-27,30
1,2024-08-28,5
1,2024-08-29,20
1,2024-08-30,47
1,2024-08-31,87
1,2024-09-01,91
1,2024-09-02,52
1,2024-09-03,63
1,2024-09-04,32
1,2024-09-05,86
1,2024-09-06,46
1,2024-09-07,41
1,2024-09-08,55
1,2024-09-09,38
1,2024-09-10,37
1,2024-09-11,50
1,2024-09-12,54
1,2024-09-13,17
1,2024-09-14,81
1,2024-09-15,34
1,2024-09-16,59
1,2024-09-17,51
1,2024-09-18,34
1,2024-09-19,65
1,2024-09-20,49
1,2024-09-21,81
1,2024-09-22,52
1,2024-09-23,62
1,2024-09-24,49
1,2024-09-25,27
1,2024-09-26,66
1,2024-09-27,57
1,2024-09-28,80
1,2024-09-29,85
1,2024-09-30,86
1,2024-10-01,38
1,2024-10-02,69
1,2024-10-03,87
1,2024-10-04,56
1,2024-10-05,53
1,2024-10-06,72
1,2024-10-07,71
1,2024-10-08,59
1,2024-10-09,49
1,2024-10-10,42
1,2024-10-11,26
1,2024-10-12,77
1,2024-10-13,13
1,2024-10-14,43
1,2024-10-15,61
1,2024-10-16,38
1,2024-10-17,35
1,2024-10-18,25
1,2024-10-19,63
1,2024-10-20,41
1,2024-10-21,56
1,2024-10-22,49
1,2024-10-23,62
1,2024-10-24,30
1,2024-10-25,69
1,2024-10-26,61
1,2024-10-27,85
1,2024-10-28,0
1,2024-10-29,70
1,2024-10-30,43
1,2024-10-31,58
1,2024-11-01,91
1,2024-11-02,82
1,2024-11-03,26
1,2024-11-04,62
1,2024-11-05,45
1,2024-11-06,71
1,2024-11-07,60
1,2024-11-08,52
1,2024-11-09,25
1,2024-11-10,32
1,2024-11-11,54
1,2024-11-12,91
1,2024-11-13,63
1,2024-11-14,59
1,2024-11-15,42
1,2024-11-16,62
1,2024-11-17,45
1,2024-11-18,72
1,2024-11-19,38
1,2024-11-20,43
1,2024-11-21,58
1,2024-11-22,16
1,2024-11-23,48
1,2024-11-24,27
1,2024-11-25,49
1,2024-11-26,65
1,2024-11-27,32
1,2024-11-28,71
1,2024-11-29,32
1,2024-11-30,48
1,2024-12-01,49
1,2024-12-02,22
1,2024-12-03,55
1,2024-12-04,29
1,2024-12-05,80
1,2024-12-06,64
1,2024-12-07,71
1,2024-12-08,55
1,2024-12-09,38
1,2024-12-10,29
1,2024-12-11,27
1,2024-12-12,48
1,2024-12-13,31
1,2024-12-14,27
1,2024-12-15,41
1,2024-12-16,44
1,2024-12-17,73
1,2024-12-18,62
1,2024-12-19,54
1,2024-12-20,66
1,2024-12-21,88
1,2024-12-22,53
1,2024-12-23,8
1,2024-12-24,40
1,2024-12-25,56
1,2024-12-26,24
1,2024-12-27,47
1,2024-12-28,31
1,2024-12-29,62
1,2024-12-30,57
1,2024-12-31,71
1,2025-01-01,57
1,2025-01-02,46
2,2022-01-01,84
2,2022-01-02,63
2,2022-01-03,43
2,2022-01-04,56
2,2022-01-05,8
2,2022-01-06,49
2,2022-01-07,47
2,2022-01-08,62
2,2022-01-09,28
2,2022-01-10,88
2,2022-01-11,60
2,2022-01-12,54
2,2022-01-13,63
2,2022-01-14,24
2,2022-01-15,60
2,2022-01-16,78
2,2022-01-17,16
2,2022-01-18,35
2,2022-01-19,34
2,2022-01-20,72
2,2022-01-21,43
2,2022-01-22,37
2,2022-01-23,40
2,2022-01-24,81
2,2022-01-25,25
2,2022-01-26,68
2,2022-01-27,20
2,2022-01-28,53
2,2022-01-29,71
2,2022-01-30,60
2,2022-01-31,58
2,2022-02-01,57
2,2022-02-02,71
2,2022-02-03,33
2,2022-02-04,63
2,2022-02-05,65
2,2022-02-06,23
2,2022-02-07,60
2,2022-02-08,35
2,2022-02-09,54
2,2022-02-10,60
2,2022-02-11,48
2,2022-02-12,24
2,2022-02-13,107
2,2022-02-14,54
2,2022-02-15,15
2,2022-02-16,46
2,2022-02-17,60
2,2022-02-18,69
2,2022-02-19,73
2,2022-02-20,65
2,2022-02-21,54
2,2022-02-22,40
2,2022-02-23,35
2,2022-02-24,75
2,2022-02-25,43
2,2022-02-26,51
2,2022-02-27,38
2,2022-02-28,61
2,2022-03-01,50
2,2022-03-02,58
2,2022-03-03,29
2,2022-03-04,72
2,2022-03-05,51
2,2022-03-06,50
2,2022-03-07,59
2,2022-03-08,29
2,2022-03-09,67
2,2022-03-10,77
2,2022-03-11,62
2,2022-03-12,41
2,2022-03-13,27
2,2022-03-14,27
2,2022-03-15,9
2,2022-03-16,78
2,2022-03-17,79
2,2022-03-18,26
2,2022-03-19,90
2,2022-03-20,62
2,2022-03-21,50
2,2022-03-22,81
2,2022-03-23,30
2,2022-03-24,29
2,2022-03-25,30
2,2022-03-26,51
2,2022-03-27,38
2,2022-03-28,45
2,2022-03-29,56
2,2022-03-30,76
2,2022-03-31,35
2,2022-04-01,42
2,2022-04-02,94
2,2022-04-03,63
2,2022-04-04,46
2,2022-04-05,12
2,2022-04-06,46
2,2022-04-07,52
2,2022-04-08,21
2,2022-04-09,56
2,2022-04-10,81
2,2022-04-11,29
2,2022-04-12,56
2,2022-04-13,41
2,2022-04-14,56
2,2022-04-15,45
2,2022-04-16,23
2,2022-04-17,26
2,2022-04-18,52
2,2022-04-19,40
2,2022-04-20,55
2,2022-04-21,43
2,2022-04-22,50
2,2022-04-23,37
2,2022-04-24,39
2,2022-04-25,31
2,2022-04-26,58
2,2022-04-27,92
2,2022-04-28,74
2,2022-04-29,48
2,2022-04-30,40
2,2022-05-01,63
2,2022-05-02,46
2,2022-05-03,42
2,2022-05-04,38
2,2022-05-05,41
2,2022-05-06,27
2,2022-05-07,52
2,2022-05-08,50
2,2022-05-09,41
2,2022-05-10,74
2,2022-05-11,39
2,2022-05-12,53
2,2022-05-13,39
2,2022-05-14,42
2,2022-05-15,64
2,2022-05-16,63
2,2022-05-17,73
2,2022-05-18,68
2,2022-05-19,38
2,2022-05-20,67
2,2022-05-21,32
2,2022-05-22,31
2,2022-05-23,53
2,2022-05-24,29
2,2022-05-25,83
2,2022-05-26,38
2,2022-05-27,53
2,2022-05-28,0
2,2022-05-29,22
2,2022-05-30,68
2,2022-05-31,44
2,2022-06-01,49
2,2022-06-02,40
2,2022-06-03,40
2,2022-06-04,74
2,2022-06-05,41
2,2022-06-06,55
2,2022-06-07,58
2,2022-06-08,78
2,2022-06-09,51
2,2022-06-10,80
2,2022-06-11,42
2,2022-06-12,70
2,2022-06-13,26
2,2022-06-14,32
2,2022-06-15,29
2,2022-06-16,35
2,2022-06-17,12
2,2022-06-18,29
2,2022-06-19,24
2,2022-06-20,51
2,2022-06-21,32
